month,DE,SK,PL,FR,AT,IT,HU,NL,GB,ES,BE,SE,RO,CH,SI,TR,US,CN,RU,UA,BG,HR,GR,DK,FI,NO,PT,LT,LV,IE
2016-11,99461.426299,29082.002661,18413.530155,15145.578201,12701.157955,11622.444619,9386.408271,7415.68674,14010.264934,8912.621545,6985.985858,4285.275025,4105.528677,4369.083733,1564.244685,4057.349888,5793.902876,3273.723112,6113.751291,1747.928894,1634.449829,998.938193,536.303224,2168.916665,1423.186154,1527.102377,948.748098,1018.769773,479.805812,1475.10606
2016-12,74902.591106,25569.801888,16048.110097,11524.36495,10572.605272,9052.968221,7221.989019,6488.771929,11450.582818,5945.43123,5139.193383,3587.573259,3112.543158,3674.439414,1298.111273,2704.527889,6232.392845,3559.366442,5441.008643,1676.542945,1452.128304,779.075857,471.136477,1856.137372,1472.464974,1088.827646,679.078785,902.049838,398.638145,807.55352
2017-01,92477.311061,24413.578238,17695.704215,15265.570869,11874.211848,11577.791436,8496.786682,8962.592406,15874.697321,9461.763862,7183.426744,4623.418222,3946.142928,4387.754101,1806.250073,3750.987044,6143.39403,3030.381266,4863.364007,1335.606935,1214.408686,800.810832,482.791639,2100.132285,1458.360761,1224.549336,1005.483083,839.849334,442.220359,1634.111495
2017-02,91963.040493,24107.155707,18076.58178,14325.374341,12185.104842,10784.974625,8454.181315,8211.097048,14622.443802,9581.465921,6560.597357,4369.2088,3938.301939,4151.095946,1516.50985,3071.235002,6372.223469,3101.026397,5444.261691,1785.978823,1412.278931,952.502909,462.692441,2288.326023,1552.220034,1250.921887,895.186946,987.834984,398.834515,640.711906
2017-03,107397.522486,28375.964892,21275.868708,16420.659495,14156.341321,13224.498366,9889.968726,10159.505463,17166.379223,10923.305881,7875.514507,5097.503708,4823.181986,4850.829266,1781.621853,2952.026873,7503.540293,3864.599693,6554.4676,2026.239591,1439.305477,1261.311872,705.428266,2638.764538,1729.066403,1892.557117,1021.490136,1238.29989,501.868681,873.582632
2017-04,90200.445977,24802.388368,17334.588919,13566.874053,12136.293834,11192.549662,8183.179158,9083.856146,12740.323488,7683.533215,6674.702788,4056.439462,3673.516214,3984.351926,1331.718022,3030.999969,5767.80163,3126.324122,5824.661387,1666.900489,1347.269651,1029.080071,644.077793,2094.998563,1513.428165,1289.559519,931.451604,845.643291,477.973116,820.852221
2017-05,102106.356978,27169.848946,19492.788003,15383.750189,13544.196885,12824.454358,9607.257933,9699.067628,14044.034771,9399.91702,6952.916635,4885.780934,4268.328557,4518.936543,1461.409679,3872.776455,7053.758283,3589.947954,6260.947699,1909.047201,1726.305732,1156.156279,642.020583,2213.153692,1700.899372,1421.098488,1068.389078,1060.180486,453.005665,1313.854794
2017-06,96299.898839,27131.276566,18942.396908,17476.31408,13785.905531,12781.276145,9579.505594,10787.54925,15354.270057,8904.139611,7560.448057,4917.714591,4358.351242,4600.419111,1450.726813,3784.740285,6750.387425,3815.873848,6447.901473,2053.707592,1728.113395,1056.097586,772.796415,2446.655811,1838.613971,1313.681291,962.936454,1291.482996,521.545025,965.365327
2017-07,79130.223628,21557.633217,14373.929567,12934.853636,10581.084122,9867.348363,7831.017841,8623.965436,11408.994783,6386.832418,4374.449378,2552.902317,3579.818907,3326.976808,1154.677784,2460.510366,5560.421114,3142.4775,4528.068713,1706.276392,1345.031195,789.27307,503.719321,1589.104434,1157.278891,833.140118,800.426603,861.560063,477.054833,567.706462
2017-08,91054.034107,25885.068233,17052.766948,11236.953402,12000.478608,8517.414077,8162.307678,8767.212507,13898.419683,6217.2006,6131.340282,4441.128565,4159.598562,4138.61767,1436.062691,3304.392682,5822.566971,3437.830305,6509.631295,2073.997744,1440.80067,1060.839398,559.808798,2047.575989,1704.581912,1239.397942,834.053445,1242.328487,492.751023,572.333683
2017-09,95397.588539,26407.033636,18403.899977,15426.620679,13512.669033,12103.861829,9228.923906,9311.503857,13437.510033,8642.212087,6030.339685,4585.87914,4472.816136,4115.005705,1557.90126,3328.506096,6064.036917,3308.622641,5686.812978,2371.387699,1415.560725,1047.279127,621.127597,2223.060628,1734.334728,1186.153395,894.417445,1220.760473,530.257412,643.333671
2017-10,97048.608033,29469.572764,20728.385586,15990.087596,13804.874001,11768.904986,9856.980591,9381.341906,13794.613689,9366.506099,7208.362612,5060.550511,4774.143908,4389.269277,1737.920729,4273.426605,6422.979233,3738.058997,6358.27511,3032.251538,1495.624106,1005.946931,575.84608,2111.066385,1792.903063,1343.362298,961.616211,1307.936525,477.667519,1567.839686
2017-11,102437.528683,29477.582396,20483.83258,15757.163053,14004.209105,11659.675504,10079.108774,10235.092268,13447.147398,9292.239889,6562.129232,5121.571325,4616.88973,4573.471502,1892.249469,3970.952825,6512.216332,3767.828666,6385.689038,2542.223748,1436.148418,1018.106076,624.540511,2083.449963,1871.929702,1350.080905,930.709325,1255.866632,572.319463,1318.693618
2017-12,73349.662395,24128.818854,17057.848863,11745.463547,10040.749454,9535.607752,7943.390538,10101.466019,10004.88881,6532.652599,4788.450185,4185.678362,3978.03839,3066.137561,1319.292093,3229.336707,5757.741665,3576.237679,5454.797416,2738.433956,1289.104683,910.59547,607.541707,1572.587381,1591.212495,1069.592937,789.933676,977.60443,457.357966,1645.588616
2018-01,96669.206749,24003.583893,18935.109678,15388.16027,12587.683197,12391.473902,9210.393765,10086.541987,16313.081184,8794.471138,6828.889791,5987.175958,4265.396757,3981.820314,1650.348138,3869.033563,5903.877323,3520.55457,5268.73239,1997.11415,1619.012389,1042.01728,601.315071,1921.849539,1755.452396,1394.518244,1161.010411,878.360201,487.066236,1789.229197
2018-02,90007.267864,23387.414314,18141.364265,14549.894343,12054.940916,10693.056656,8958.21976,9507.559567,13078.800444,10427.344662,6525.571007,5621.444312,4342.396038,3837.482766,1758.927679,3335.007808,5707.691653,3310.632789,5516.07632,2132.940301,1326.916591,1209.081392,629.365287,1932.33932,1645.061085,1387.412106,1007.81345,882.098728,429.00859,1092.083109
2018-03,98810.252397,25725.334587,19690.828104,15850.93609,13648.951192,12062.320901,9446.221235,11961.8213,14133.675898,10914.461119,6933.665161,5505.581901,4895.804955,4277.070586,1592.363484,3354.785214,6473.660424,3905.675113,6263.379532,2108.200273,1586.235085,1109.610707,851.668911,2345.806258,1738.005583,1539.310279,1021.886591,1021.681657,418.759533,1270.337789
2018-04,94174.787736,24640.369367,18576.590509,14994.362832,13140.08072,11026.671176,8870.512537,9939.371252,13138.694289,10644.835219,6171.522709,5145.046153,4169.008664,3925.141487,1482.683933,3009.650193,5875.181639,3262.650428,6100.117894,1927.824837,1372.116253,938.133991,683.706842,1974.543677,1882.764409,1350.001331,973.497713,1035.776491,485.281322,1614.161239
2018-05,96178.735337,27849.701055,19168.093898,15405.096341,13244.18197,12286.118997,9445.532751,10451.806484,13429.770987,11115.514955,6126.997989,5358.776109,4851.058544,3905.598404,1651.103295,3448.722936,6247.65666,3547.238329,6786.435881,1988.327494,1473.283563,1086.785206,783.79016,1849.843854,1878.537314,1241.380487,1072.724937,1092.96572,417.654285,1955.377262
2018-06,99763.301371,27765.820984,20306.771703,17844.161685,13962.663414,12416.032195,9777.480658,10522.227242,11923.898305,10870.335944,6694.138875,4712.847425,5007.786434,4249.494938,1718.212721,3906.607453,7092.91821,3841.798505,6616.510198,3028.642825,1591.244328,991.533403,584.791694,1989.990249,1885.974843,1650.962696,975.07495,1139.63543,440.192284,1507.252706
2018-07,86361.051527,23338.833149,16563.306715,14580.486468,11911.579677,11070.71836,8604.51177,9138.784943,11362.223888,7297.40115,4621.529826,3218.004706,4313.837492,3290.815911,1550.690641,2930.681503,6012.576696,3507.512432,5258.615284,2306.219358,1313.231218,928.878946,474.411027,1429.517874,1180.035215,1127.880179,1056.541303,866.70631,385.928194,1198.518401
2018-08,90080.969621,26776.942329,18045.027376,12532.687434,12493.090672,8495.67163,8565.556525,10516.246961,12677.788528,7354.837089,5474.961463,4677.804161,4392.890651,3672.411443,1427.913298,2687.539265,7229.852247,3612.708159,7851.74531,2700.794458,1422.778885,1174.563813,545.874054,1950.946679,1434.813103,1035.414541,859.931123,1051.280285,446.114881,1627.364379
2018-09,92188.029225,28030.543312,19145.968312,15019.055265,13138.333867,11657.693483,9206.411886,9896.313795,12929.987728,9663.695076,5585.646632,5357.545177,4955.848387,3737.931665,1675.530218,2021.236737,6360.599519,3152.75487,6809.206715,2206.391634,1463.612572,1013.208824,747.332432,1997.853241,1612.841612,1015.75033,1129.226645,1005.053076,518.239076,3550.781132
2018-10,106950.148156,32670.136704,22486.855968,16514.685712,15721.736086,12913.120317,10517.931281,12546.661146,14746.518834,10842.078602,6864.549997,6045.128428,5666.678296,4699.736304,1930.379037,2388.872962,7309.103753,4217.521747,7559.081533,2946.913015,2051.366079,1146.466042,783.982227,2440.155132,2002.021015,1535.205323,1206.319985,1185.366695,678.907922,3407.52401
2018-11,107256.679196,32261.636751,21326.641934,16779.085669,15468.529976,11841.139436,10437.911868,11497.752872,14740.076584,12459.531133,7018.160034,5987.877558,5568.672773,5074.584605,1850.796693,2420.6583,7042.802326,4002.678086,7754.745815,3459.094657,2297.663835,1554.630264,899.337888,2933.854967,2157.942434,1453.208619,1223.2123,1227.328334,646.175542,2827.548277
2018-12,73523.492113,24930.546132,17144.094509,12494.218836,10350.001672,8182.378902,7576.657599,9911.930871,9311.102487,8110.538765,4628.335628,4014.247307,3575.376489,3351.673339,1312.16378,1697.889099,6280.635987,3330.699245,5820.221344,2849.632097,1385.825766,1044.018619,673.357582,2338.014096,1455.176862,877.125513,785.211608,933.763431,410.927551,1438.575971
2019-01,95626.972949,27122.718564,19448.47877,16067.482306,13156.068688,10808.606921,9616.096929,11523.184923,14902.479573,11044.92636,6448.460325,5535.010452,4820.597256,4584.24284,1805.909428,1986.895001,6788.493644,3034.660426,5673.28172,1918.529088,1530.784437,960.760066,778.115887,2143.585627,1619.474647,1151.935,1325.463327,1061.17236,405.201562,1741.630559
2019-02,95461.492556,25815.129834,18643.407892,15646.300135,13207.033315,10217.571541,9429.449463,10891.402922,14876.595144,10633.155964,5785.707507,4578.210034,4714.251456,4391.867048,1616.19137,2279.832673,6896.472394,3305.89872,6053.258075,2044.56545,1642.154792,993.125131,653.812626,2016.73058,1520.398897,1087.951438,1006.13858,1023.38744,398.283173,1703.351895
2019-03,102214.254568,28570.521664,20496.973467,18147.530586,14393.116744,12322.341974,10772.873201,11920.148665,14278.085176,11410.035808,6586.986733,5684.612928,5057.057266,4875.699891,1784.419849,2384.729962,7471.897147,3685.960566,7429.980972,2375.712627,1607.191276,1292.557237,785.799652,2636.937743,1706.880466,1226.56167,1264.794454,1068.844497,430.123492,1309.91966
2019-04,99172.108627,27964.067729,19779.980771,16623.123343,13920.783179,11469.926273,10362.384365,10428.986969,11339.589936,11358.43236,6470.788552,5050.589526,4820.153147,4546.049795,1771.560871,2813.77465,7096.76999,3694.416263,7403.690905,2018.871952,1558.682091,1121.598421,745.598142,2146.99993,1639.72757,1921.151413,1160.845569,1073.439296,418.859796,2239.217816
2019-05,103751.889987,29596.053042,20518.430074,16552.938274,14214.122893,12845.175992,10824.654868,11489.087406,12814.36293,11635.444158,6057.242401,5104.759986,5482.689155,4319.35482,1932.566521,2770.197752,7864.365926,3946.487389,7422.269698,2650.505718,1689.296648,1232.685127,837.212348,2695.389648,1884.172831,1986.654156,1330.559957,1059.825103,429.917769,2173.997329
2019-06,93966.267694,26711.850944,18448.241346,15509.282602,12863.456221,11922.900861,9693.056691,10785.887782,11171.626678,10803.799011,6153.401515,5021.884737,4676.49731,4192.908531,1659.214684,2475.834477,7639.646845,3872.852446,6896.602509,2535.526974,1594.099241,1091.433753,632.446706,2553.379595,1530.773556,1431.711959,1073.044211,1051.889784,462.115866,1390.448311
2019-07,91142.161658,26815.750253,17794.97769,15652.690703,12738.757386,11222.54819,10343.321777,9040.193544,11267.358506,8419.639939,5327.476619,3229.162145,4554.255278,4124.000309,1511.368225,2306.35497,7016.976787,3984.301008,7054.929837,2882.534016,1562.959817,1070.422809,585.706871,2327.786545,1316.063139,1291.774105,998.518942,1034.609456,479.444342,1248.371401
2019-08,88637.970727,25943.815023,17538.316349,11560.59257,10772.864009,7335.196438,8726.865265,9231.378405,12354.576482,8319.200006,5891.759683,4351.364611,4135.800509,3994.16298,1535.674437,2138.29533,6743.402644,3296.535297,7405.431356,2971.247572,1603.705928,988.890094,556.759624,2586.550505,1606.545161,1172.648312,993.187024,957.821617,449.736704,903.892957
2019-09,101376.661588,29517.342158,21096.304704,16739.087856,13511.630654,11758.242994,11230.459059,10404.854385,14347.187428,11198.483601,6314.106284,5069.083452,5423.420264,4896.558033,1772.487725,3456.280379,7528.562489,4216.900809,7290.698197,2843.97829,1547.575578,1050.822858,853.471611,2595.528224,1793.117891,1229.994845,1178.209312,1184.432372,506.924399,1114.632241
2019-10,102569.386698,32061.046102,22250.649779,17465.57257,14318.994911,11601.543499,11715.057103,11109.455164,14623.465438,10801.961212,7161.541999,5790.852132,5972.740295,4803.409477,1800.464066,3538.023187,7228.29047,3934.225051,8496.511918,3264.621494,2040.37227,1233.133551,831.547339,2723.947811,1786.866169,1520.131235,1366.126055,1397.323363,480.905845,1272.714423
2019-11,100437.402251,29467.845824,20871.162775,17014.302143,13458.337122,11515.590316,11172.10367,10863.622895,13040.738536,11255.518455,6575.045886,5217.752962,5597.827242,4551.954879,1818.143763,3746.731851,6650.316642,3604.875708,8273.35395,2916.147821,1850.387842,1141.869809,839.548836,2501.388029,1660.634809,1288.79357,1150.346442,1364.2037,507.889068,1513.622858
2019-12,71461.222573,24427.973322,16610.860574,11708.539743,9521.336068,7536.322741,8474.90119,8546.309878,9994.365483,7169.559242,4521.683534,3872.060742,4211.0924,2785.919175,1248.366292,3140.372845,6758.07372,3601.650005,6301.783711,3441.337709,1701.575034,972.096941,644.282107,1749.748633,1276.725342,825.365793,826.262999,882.175897,622.083273,1672.152248
2020-01,90635.786525,25598.16005,18534.914143,16497.004633,11903.86354,11743.456612,10181.11584,9771.112005,15402.190894,8916.033804,7240.442329,5139.59248,4818.57657,5142.976765,1772.486444,3348.10389,6996.621708,3153.541918,6410.429606,2333.760294,1431.867025,1036.099493,709.972926,1947.329029,1437.074019,1172.182436,1282.770985,865.478174,442.4716,1793.293842
2020-02,89952.70975,25225.385582,18847.196045,15716.329736,11565.053988,11078.561322,9819.385457,9278.251991,12836.062493,8522.214579,6729.944707,4945.083111,5120.980062,4862.799034,1624.874984,3183.233619,6856.155406,3041.232308,6643.587582,2132.941117,1381.362445,1031.425167,671.616473,2227.863682,1487.056241,1300.648776,1159.690953,791.337815,442.881133,1312.055458
2020-03,87722.907609,26299.047362,18469.742362,12412.720763,11589.843032,9444.036432,9331.096276,10162.40883,11417.83542,7068.357237,6166.84579,4671.230364,4558.083022,4354.863555,1734.276765,2694.78296,7327.617276,3808.968921,7023.58158,2064.005292,1403.916176,1033.952766,651.138132,2063.554357,1501.175459,1705.957255,979.381988,874.947829,606.382973,1282.225944
2020-04,55291.572927,19185.984712,11825.455471,6597.121428,8890.14296,6756.020688,5104.187321,10278.001582,5763.815214,3035.854526,3551.565696,2783.700699,2239.115472,3931.89714,975.978479,1901.471776,5895.169972,3621.089196,4611.490281,1289.405025,939.794369,736.224158,461.153036,1587.483531,1051.317043,870.456539,489.754046,690.077891,377.40179,765.568698
2020-05,68518.372037,22818.824212,14128.838434,9430.633475,9874.587846,8333.68154,6553.497856,9931.193914,6478.793231,4640.50292,5860.431452,4093.137654,3310.144025,4513.975053,1411.924844,2045.334012,6054.591558,3569.906121,6131.443365,1669.046793,1388.467079,778.109132,628.283114,2048.54008,1450.612352,1197.652139,788.526351,865.508361,494.500849,760.603613
2020-06,90946.753047,25590.413254,17828.719196,15426.639886,12188.082434,10171.575037,9017.624546,12836.238086,10458.373929,7922.277684,6489.186701,4698.251644,4723.775273,5711.565599,1586.964555,4630.995206,8057.514572,4109.458195,7947.093933,2348.576755,1362.517603,1161.387001,682.491717,2340.648995,1872.04036,1692.062141,995.148665,939.047105,490.99468,1017.555877
2020-07,86916.852589,25868.947765,18015.920861,14349.878029,11574.298872,10502.353791,9234.03205,10084.051171,11117.511074,7041.121703,5027.396392,3051.170346,4926.920572,4763.918745,1596.028177,4295.390207,6996.607066,3964.893218,8408.16044,2660.817066,1466.675638,1025.874619,693.814901,1844.701165,1266.950036,1141.902995,830.987391,933.380558,598.528532,1276.17365
2020-08,76482.107223,25750.260942,17792.454881,11210.108719,9361.615691,7372.21068,8093.341849,10143.15677,11110.982689,5641.423535,5836.949034,4123.093166,4286.222879,4133.90776,1382.803343,3302.396644,6161.37637,3611.3222,6220.258081,2336.182327,1237.372206,910.096282,539.937463,2011.484073,1226.130648,1144.83741,798.653521,856.231211,384.89415,1010.483891
2020-09,99529.671992,29890.586929,22176.864108,16006.872446,13106.929427,11741.552024,10935.243453,9688.882777,14184.442258,9311.279457,7428.501564,5548.673772,5765.37934,5271.705862,1931.21187,5613.263551,7831.452952,4418.473648,8538.461817,2819.727111,1412.665469,1063.245291,804.608318,2338.393094,1766.81919,1336.37535,1146.751681,1011.973152,523.101365,1487.102773
2020-10,107223.069523,32007.185587,23377.542322,19198.045907,13464.30662,13270.962224,10957.279098,11085.353935,14292.547022,10683.405313,7119.550063,6260.179756,6080.859069,5209.299249,1983.252138,4961.506911,7975.757674,4394.318107,9361.568078,3034.646695,2011.017655,1214.169981,720.649874,2418.575924,1942.473231,1471.881615,1222.608346,1104.436254,619.727328,1706.186654
2020-11,107245.218511,31758.569268,21457.255181,18166.921928,13333.576679,14165.809599,10983.006984,11400.373908,14665.352533,10453.555491,7628.962513,6430.114749,5615.366574,5691.849539,2043.924985,3338.513967,7518.688928,4438.903283,8145.695161,3354.828185,2015.225822,1103.077051,762.967575,2566.817244,2088.727849,1551.50575,1331.248929,1181.943242,574.367627,2077.905725
2020-12,82235.12134,27879.006833,19215.616618,15709.440389,10283.786013,11656.618034,8792.077361,10479.00933,10899.08057,7705.636023,6013.042317,4879.599805,4523.987719,4452.326198,1832.708452,3855.360528,6949.925793,4190.716238,6260.272129,3522.451558,1779.450067,1046.103408,586.605288,2119.132101,1513.59069,1148.768661,1022.693735,1045.677737,552.429622,1869.155846
2021-01,86645.809909,24663.048223,20598.590768,15872.843794,12007.913047,11697.133628,9058.707155,10325.613985,13264.71883,10131.729926,7220.211687,5129.380714,5032.192316,4759.286821,1750.247329,3892.407911,6652.186154,3172.359276,5648.102099,2138.208609,1796.852397,1148.604102,626.083147,2531.770325,1675.2143,1190.943403,1161.101636,919.265887,659.728202,2365.026965
2021-02,92181.335949,26449.286002,20898.498619,14580.47258,12896.592229,11396.466715,9990.792453,10150.488682,12259.526957,9912.82308,7843.280399,5287.670962,4983.113186,5351.903332,1794.661818,3206.425586,6852.023111,3378.426082,6148.404,2355.535937,1627.992783,1023.69355,702.787287,2165.970663,1689.548577,1357.776054,1094.573578,876.510763,692.856461,1490.611221
2021-03,110719.90763,32343.515536,25677.396067,19131.212931,16412.607249,13818.145095,12166.232432,12610.311858,14382.311954,10359.820729,8639.156608,6614.931137,5828.614797,6467.167966,1972.736663,3888.318407,7748.970557,4251.957972,8383.155754,2803.409911,2592.231585,1520.780747,935.469295,2592.423869,2268.491138,2489.60762,1264.262182,1167.985275,900.488075,1656.50538
2021-04,102366.909769,30804.468974,22870.420049,18378.757275,15200.066489,13331.068798,10311.979916,12031.38077,13660.054677,10143.193428,7629.546222,6627.188359,5399.30833,5735.245968,1988.499467,3363.688873,7748.456315,3793.139605,7173.414405,2794.624092,1893.59283,1238.727632,923.411585,2691.728743,2011.722131,2549.404986,1301.851983,1142.893871,735.998908,2347.968276
2021-05,96986.718827,29072.453125,22730.080095,16828.206621,13994.344635,13909.228524,10030.103094,11157.822229,13104.338232,8825.291543,7567.04978,5400.031668,5036.822993,5123.645213,1922.052966,3265.036043,7242.055194,4331.410334,8132.322903,3128.449523,1703.277536,1065.155474,890.76219,2383.608925,1716.020527,1754.742384,1402.194766,1149.701635,795.02484,2489.096435
2021-06,100255.765775,31417.835826,23222.501259,17421.518709,14911.591666,14179.127005,10347.41244,11467.723719,12696.139539,8945.414324,8728.283093,5975.048198,5388.474636,5428.743603,1880.432608,3454.230887,7757.273823,4462.990427,8221.934398,2876.891457,1774.496126,1107.678216,797.046443,2336.323972,1877.796875,1483.323084,1415.697263,1116.661989,557.453452,1432.478846
2021-07,88886.444289,28367.188941,21147.169831,14533.925698,13658.347559,11914.853138,9216.208475,10090.302018,12177.267577,7105.723985,5986.507973,4497.947638,4776.976582,4567.805921,1621.795118,3013.463953,7213.244284,3683.883535,6571.072067,2100.626872,1586.683849,1054.620196,658.293565,2305.614331,1633.696099,1329.548644,1124.756179,1042.981171,692.195843,1073.206505
2021-08,84342.962183,28675.456231,20658.383887,11107.381785,13176.947763,8455.558981,7857.214941,9315.306905,9636.256543,6110.09974,5243.362433,4613.523544,4251.814062,4762.154533,1471.197844,3010.04316,7432.978749,3621.55929,5824.15359,2075.817568,1599.041854,887.742694,528.545511,2297.44138,1766.847373,1654.145131,818.992221,959.111267,519.995524,1376.796845
2021-09,97018.154052,32551.18047,22040.32663,14289.571207,15796.269508,12495.934672,9250.765644,10825.140969,13191.115871,8332.862124,6757.240379,5127.730634,4937.021921,5174.5909,1883.262154,3341.334607,8223.034687,4013.932057,6622.566798,2151.928841,2268.426008,1125.899821,868.207179,2526.367024,1914.248558,1840.234321,1086.928472,1091.093059,652.214043,1283.666322
2021-10,97398.64569,34814.987702,23007.824288,14398.604564,15108.241844,12864.081237,9845.541055,11457.822395,13674.766477,7915.662249,7165.886993,5834.802809,5339.834605,4991.31536,2166.077437,3438.409745,8611.251431,3694.58205,5325.253254,2053.751627,1804.630951,1192.841105,806.168262,2425.009645,1806.178669,1680.326535,1390.152066,1183.678959,804.681698,1496.02583
2021-11,113542.764076,40352.990922,25305.806252,16343.739844,17305.846033,14870.491553,10749.980936,11679.106422,15377.022915,9573.300988,7302.90955,5989.313812,6122.202894,6972.021986,2266.671999,4118.726529,8639.81026,4384.17968,6180.69074,2710.035688,2439.211617,1311.516673,950.948553,2553.353786,2058.660375,1879.906647,1438.602188,1181.72991,614.490382,1443.051337
2021-12,87853.14191,35399.817534,22710.34947,14653.630765,12999.315331,12308.889354,8708.084835,10801.008827,11878.802798,6536.673018,6268.752011,4763.108485,4927.873697,5446.900777,1876.45965,3439.43597,9011.732591,4878.380071,6348.378815,2641.774242,1745.339177,1309.56975,859.010899,2319.392978,1561.55107,1207.989793,1036.368493,1121.721126,615.757095,2322.819889
2022-01,99803.959496,32404.303476,23506.44632,17334.717905,13651.013598,15050.061616,10091.166241,12339.969309,12215.492489,10188.457853,6984.798396,5986.49886,5629.753265,6022.159103,2113.508986,3862.110945,7977.221539,2954.670836,6858.512781,1780.89131,1998.934428,1105.476012,666.842305,2486.71565,1843.510512,1881.552645,1228.496382,1024.484339,523.158501,1674.756294
2022-02,99615.128643,32113.054019,22617.715569,15716.117132,14382.060475,14348.35672,10835.97609,10470.453835,12814.743056,9746.507401,7149.423372,5172.04635,5322.80053,4536.415665,1953.096499,3114.105071,7625.143893,3236.831246,5566.294947,2039.624565,1780.907644,1268.049636,873.258442,2288.237728,1779.890124,1073.041587,1195.382662,1014.964244,557.245419,1080.430361
2022-03,118396.316433,41454.966758,26989.600653,18836.186228,18255.004396,16937.099179,11642.01467,12569.330109,15173.687769,10515.921772,8746.95351,6478.341514,6363.576135,6055.761152,2422.981033,3894.759486,9713.095995,4228.406194,1893.34507,714.94317,2223.450043,1613.24738,1064.724935,2861.236821,2235.719753,1944.135874,1539.354565,1296.352718,638.806685,1628.975904
2022-04,102284.704697,34124.860785,24446.221772,17267.900086,15762.132853,14649.594719,10534.077651,12053.112403,11785.476219,9827.579095,8256.908912,6132.904592,5138.809997,5195.498193,2123.634754,3320.167541,8867.116546,3159.238743,1587.700169,1253.967949,2208.130822,1307.559418,925.986036,3228.172008,2165.628451,1811.268249,1402.456376,1082.960653,651.689316,1799.866127
2022-05,116029.86447,42644.306563,28204.40957,18694.836398,18275.93352,17168.659055,11944.009183,12643.515702,14348.435804,12644.044306,8963.10346,6722.802737,6255.564276,6307.557649,2436.044616,3720.323964,10513.053763,3769.056968,1923.034888,1845.344727,2507.250922,1524.760319,949.719762,3151.543404,2080.786903,2806.474338,1674.512751,1352.860628,615.382559,1598.914359
2022-06,115797.199011,39480.619767,27052.404108,19828.259123,17983.698401,16787.46441,12099.643687,13230.038204,15475.379403,11360.427385,8965.807561,6542.09902,5987.196542,6465.983309,2359.201125,4275.894035,11547.905385,4238.643503,2801.28411,2718.75847,2637.725716,1380.819477,926.541033,2987.864652,2006.854556,2025.525615,1801.858516,1336.059198,798.794704,1533.962415
2022-07,101485.451043,32427.800383,22211.425168,16896.888738,16054.027358,14411.749456,9884.357077,11452.231929,12249.644859,7301.736636,7354.786264,4502.085077,5795.040721,6073.351774,1824.466843,3630.933232,9009.96335,3392.040404,1870.895037,1854.625474,1926.463648,1204.171403,877.632571,2611.184046,1942.077515,2188.378781,1329.756219,1273.440157,544.193346,1160.951502
2022-08,110928.224038,37571.113867,24420.775575,15015.091595,18573.27836,11438.875799,10144.848228,10827.401457,14157.27803,7832.531315,7454.916071,6036.897915,5360.107997,7005.887168,1845.455438,4863.388554,9422.000726,4083.083918,1803.507321,2099.23402,2207.96085,1370.247646,807.161938,2819.939547,1895.94328,2284.263404,1377.643158,1203.192893,621.926399,1215.659598
2022-09,123477.392081,38655.62811,28489.703254,20672.661733,17646.799537,17243.686383,11946.882915,14440.241865,14594.003143,11658.729396,8942.13218,6896.254973,6649.940502,6633.668683,2125.247164,5225.024505,11043.266903,4444.654871,1973.198636,2580.536139,2515.24591,1538.902042,1042.824611,3314.364442,2344.497054,2202.126245,2002.615257,1508.689495,813.103689,1512.622382
2022-10,117304.000414,39478.302976,27253.83205,19729.723231,16966.184286,16471.493839,10991.879121,12474.653492,13929.204619,12127.927315,9366.783815,6209.926653,7317.119324,7167.242059,2015.457729,4621.000345,9818.733729,3847.120519,1803.166361,2210.184172,2073.246042,1400.460252,887.857283,3110.767893,1845.776913,2073.049172,1763.479391,1290.333392,767.795916,1587.488373
2022-11,125652.233827,42417.638119,28533.035772,19866.990901,18559.774901,18325.903958,12393.438321,13042.694243,15876.63698,12562.43604,8489.539789,6102.401771,6489.121102,7576.134544,2214.232514,5628.814458,10188.563071,4311.064572,2164.131499,2875.473215,2250.829356,1603.313855,1060.405479,3087.927215,2011.381264,2207.180369,1634.699883,1396.693069,926.957355,1630.023375
2022-12,98511.703711,34891.562418,24844.285698,16676.672186,14035.602584,13764.656581,9554.773893,12792.836375,13285.11355,9152.325339,7656.552203,5926.38915,5233.201119,5492.54008,1804.242169,4936.95964,9503.921857,3892.264025,2004.653406,3636.747731,2042.831218,1362.123342,925.176932,2526.028511,1465.995664,1871.365267,1197.136419,1240.624026,818.492411,1897.292366
2023-01,117440.799094,32855.0056,26209.041328,20404.294741,15787.405732,16484.297381,11301.038007,13298.480212,14468.83399,12357.171027,9413.433096,6815.092026,5741.920666,6300.615098,1842.205941,4728.468233,8534.140816,2719.455408,1253.176377,2322.735884,2198.422142,1461.084483,925.376529,2656.026949,1883.345932,2057.052962,1705.374292,1095.808228,828.16306,2086.916495
2023-02,114856.393349,33474.804455,25155.046367,17496.03128,15489.487126,15090.617484,11139.905689,11566.29973,14157.490581,10396.573811,7812.685133,5925.129098,5727.286548,5968.78735,1850.926857,5171.364574,8528.406791,3191.200788,1561.448871,2466.447256,2303.803888,1383.61463,1016.310415,2524.856844,1855.403612,1514.622878,1647.33155,1138.833444,788.514343,1807.812172
